NU_SEQUENCIAL;SG_UF_PROVA;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TP_STATUS_REDACAO;NU_NOTA_REDACAO
4112818;SP;;;1;1;1;1;363.2;344;369.2;537.6;1;560
2549054;AM;2;1;0;0;0;0;;;;;;
2848852;PI;;;1;1;1;1;658.8;691.1;654.4;820.5;1;940
1603190;PB;;;1;1;1;1;380.9;391.9;427.8;378.6;1;400
3166700;SP;4;1;1;1;1;1;573.2;547.3;579.6;418;1;840
2089059;PB;;;1;1;1;1;462.9;505.1;500.3;418;1;420
3182025;AM;;;0;0;0;0;;;;;;
2879459;RS;;;1;1;1;1;523.6;502.8;541.9;645.6;1;860
2169756;RS;;;0;1;1;0;;420.9;467.9;;3;0
897692;PI;1;1;1;1;1;1;490.6;297.7;510.8;425;1;720
1121302;PR;4;1;0;0;0;0;;;;;;
3010447;PA;;;1;1;1;1;538.7;566.2;526.4;541.2;1;540
1727030;PI;4;1;1;1;1;1;645.8;710.5;670.6;721.8;1;960
2068906;PR;2;1;1;1;1;1;388.7;409.1;555.1;521.8;1;700
3084791;RJ;4;1;1;1;1;1;591.8;594.7;583.5;690.6;1;880
1758315;SP;4;1;1;1;1;1;438.3;559.6;553.1;569.4;1;800
1140403;SE;2;1;1;1;1;1;441;428.4;438.9;396.7;1;520
2507195;CE;2;1;1;1;1;1;428;427.2;436.3;412.5;1;560
578054;BA;;;1;1;1;1;436.2;420.6;434.8;570.6;1;480
4328628;RS;2;1;0;0;0;0;;;;;;
2454933;BA;2;1;0;0;0;0;;;;;;
1668351;CE;;;0;0;0;0;;;;;;
1224755;MG;2;1;1;1;1;1;456.7;453.2;518.3;534.3;1;500
2208854;MG;2;1;1;1;1;1;562.7;532;532.1;594.1;1;760
2967615;PB;;;0;0;0;0;;;;;;
1844662;RJ;;;1;1;1;1;382.2;448.9;446.7;448.1;4;0
1483029;RJ;;;1;1;1;1;527.7;506.9;428.6;541.4;1;640
1687054;CE;2;2;0;0;0;0;;;;;;
1725128;CE;;;1;1;1;1;481.5;512;514.3;570;1;780
2550065;MG;4;1;1;1;1;1;619.5;564.3;570.1;722.3;1;880
1814497;SP;2;1;1;1;1;1;478.2;570.2;584.3;456;1;540
1673651;MA;;;1;1;1;1;495.5;542.9;464.5;502;1;600
387010;RJ;4;1;0;0;0;0;;;;;;
430543;PI;;;1;1;1;1;406.8;410.9;473.6;412.3;1;560
2725888;PB;2;1;1;1;1;1;503;501.2;506.9;522.7;1;560
4213878;PI;;;1;1;1;1;498.2;450.4;520;386.4;1;920
3272550;PA;;;1;1;1;1;456.8;366.3;471.7;424.8;1;480
3699796;SP;;;1;1;1;1;531;564.4;575.5;655.3;1;560
2069120;PI;;;0;0;0;0;;;;;;
1618567;MA;2;1;1;1;1;1;455.7;523.1;520.7;410.9;1;740
979750;RS;;;1;1;1;1;357.9;355.8;369.9;443.3;6;0
2589148;RJ;2;1;0;1;1;0;;370.7;344.5;;1;200
2885636;PE;;;0;0;0;0;;;;;;
1336048;SP;;;0;0;0;0;;;;;;
988435;MT;;;1;1;1;1;554.5;380.1;508.6;534.6;1;600
1766304;RJ;2;1;1;1;1;1;544;586.5;499.5;606.9;1;680
659846;RN;;;1;1;1;1;441.7;344.1;485.7;556.8;1;440
915572;RS;4;1;1;1;1;1;625.6;622.9;629.7;735.3;1;880
1603897;BA;;;1;1;1;1;446.8;459.1;475.3;462.9;1;460
1013715;AM;;;0;0;0;0;;;;;;
4040676;BA;;;0;0;0;0;;;;;;
3457490;MA;;;1;1;1;1;497;542.8;534.4;485.6;1;880
94995;PI;;;0;0;0;0;;;;;;
1053308;PE;2;1;1;1;1;1;474.2;414.7;392.2;444.7;1;580
124906;PI;;;0;0;0;0;;;;;;
413672;AL;2;1;1;1;1;1;414.6;397.8;457.2;387.7;1;680
4329532;RS;;;0;0;0;0;;;;;;
3527969;RJ;;;0;0;0;0;;;;;;
3160044;RN;;;1;1;1;1;405.5;417.9;431.2;382.9;3;0
1922320;SP;2;1;1;1;1;1;524;501.6;549.6;659.1;1;680
3550418;SP;;;1;1;1;1;568.8;574.6;504.1;430.1;1;420
3076882;MA;;;1;1;1;1;474;416.1;429.5;413.7;1;700
3340241;RO;;;1;1;1;1;454.7;453.2;493;414.6;1;540
2590159;PE;;;1;1;1;1;571.7;549;544;556.5;1;560
3538734;PA;;;1;1;1;1;543.3;495.1;529.2;423.5;1;520
695192;AL;2;1;1;1;1;1;484.4;522.2;609.3;536.6;1;740
3698800;DF;2;1;0;0;0;0;;;;;;
3110923;SP;;;0;0;0;0;;;;;;
268038;GO;;;1;1;1;1;517.1;546.1;538.3;516.5;1;680
2082678;GO;;;0;0;0;0;;;;;;
2747423;CE;2;2;1;1;1;1;455.1;415;350.9;403.5;6;0
3134549;PR;;;1;1;1;1;550.1;461.6;572.3;443.5;1;580
386854;RS;;;1;1;1;1;463.5;524.5;510.5;399.5;1;520
1082280;CE;2;1;0;0;0;0;;;;;;
888321;MA;;;1;1;1;1;393.1;329.2;501.5;384.7;1;440
254395;AM;;;1;1;1;1;469.4;324.9;476.3;444.9;1;380
3443060;BA;2;1;1;1;1;1;421.9;372.9;348.8;410;8;0
638849;PE;;;0;0;0;0;;;;;;
3227636;SC;4;1;1;1;1;1;520.1;534.7;518;650.5;1;540
1463605;SP;2;1;1;1;1;1;546.9;591.7;584.8;553.6;1;660
2887486;BA;;;1;1;1;1;459.4;558.6;524.3;471.8;1;600
2378696;RS;;;1;1;1;1;460.7;558;340.2;375.6;1;740
30287;MG;;;0;0;0;0;;;;;;
41706;PR;;;0;0;0;0;;;;;;
3826272;AM;;;1;1;1;1;506.2;425.2;430.5;445.4;1;440
1697249;PE;2;1;1;1;1;1;518;409.3;482.1;383.8;1;420
3070721;PI;;;1;1;1;1;405.3;543.4;546.6;391.9;1;660
667529;SP;;;0;0;0;0;;;;;;
364345;BA;;;1;1;1;1;446.2;514.9;464.2;404.1;1;520
295219;RS;;;1;1;1;1;629.3;683.2;639.1;708.3;1;840
2846111;MG;2;1;0;0;0;0;;;;;;
2208750;PB;;;1;1;1;1;462.6;377.4;358.2;485.7;3;0
4310617;RS;;;0;0;0;0;;;;;;
691747;BA;;;1;1;1;1;497.8;584.8;617.1;616.2;1;900
383024;SP;2;1;1;1;1;1;423.5;494.9;509.9;406.9;1;500
1132414;MS;2;1;1;1;1;1;434.7;456.3;494.4;399.9;1;620
1111854;SP;2;1;1;1;1;1;518.5;555.1;555.7;503.8;1;540
2318509;PE;;;1;1;1;1;388.4;405.8;444.6;422;1;420
1685687;PR;4;1;1;1;1;1;696.8;652.3;591;775.7;1;880
1983367;PB;;;1;1;1;1;570;648.8;575.8;551.9;1;580
3714240;PI;;;0;0;0;0;;;;;;
1836122;PI;;;0;0;0;0;;;;;;
3308650;MG;;;0;1;1;0;;353;402.6;;1;580
1884814;RR;;;0;0;0;0;;;;;;
1229316;SP;4;1;0;0;0;0;;;;;;
3576874;CE;;;0;0;0;0;;;;;;
464264;TO;2;1;1;1;1;1;460;517.7;471.9;426.1;1;460
540997;GO;;;1;1;1;1;589.9;603.9;621.2;665.2;1;900
3916839;MS;;;0;0;0;0;;;;;;
2068997;BA;;;1;1;1;1;497.8;421.3;376.7;455.7;1;360
219505;CE;2;1;1;1;1;1;590.6;643.3;594.4;682.2;1;840
88936;CE;;;1;1;1;1;507.8;512.5;524.3;470.5;1;920
2396939;SC;2;1;1;1;1;1;443.5;535.2;480.1;405.9;1;560
3804014;SP;2;1;0;0;0;0;;;;;;
101921;MA;;;0;0;0;0;;;;;;
354722;RJ;2;1;1;1;1;1;459.8;589.3;517.6;658.7;1;680
661505;SP;;;1;1;1;1;612;650.7;612.7;736.6;1;860
3995400;SP;;;1;1;1;1;435.5;512.6;556.4;593.6;1;620
4179755;BA;;;1;1;1;1;478.4;393.3;510.7;429.3;1;720
2964324;SE;;;0;0;0;0;;;;;;
237438;AM;;;0;0;0;0;;;;;;
2665321;BA;2;1;0;0;0;0;;;;;;
2246311;BA;;;1;1;1;1;430;433.3;438.7;427.1;1;560
1761311;SE;2;1;1;1;1;1;393.3;579.8;390.3;399.5;1;740
773698;PR;2;1;1;1;1;1;482.5;353.8;453.6;517.1;1;440
1460335;BA;2;1;1;1;1;1;455.1;545.8;572;603.3;1;540
3312683;BA;2;1;0;0;0;0;;;;;;
1213849;DF;;;0;0;0;0;;;;;;
3260512;PA;2;1;1;1;1;1;385.1;375.4;441.6;502.3;1;520
2942170;PA;;;1;1;1;1;533;533.5;573.7;635;1;800
2717859;PR;2;1;0;0;0;0;;;;;;
1363532;PB;2;1;1;1;1;1;437.4;482;451.4;456.6;1;400
3356502;AM;;;0;0;0;0;;;;;;
4261415;BA;;;0;0;0;0;;;;;;
2074913;ES;;;0;0;0;0;;;;;;
2972923;PA;;;0;1;1;0;;376.8;369.3;;1;400
4265904;RS;;;1;1;1;1;443.6;543;465;631.9;1;480
3832628;SC;;;0;0;0;0;;;;;;
1238131;BA;;;1;1;1;1;578.2;651.2;576.1;543;1;320
4109622;SP;2;1;1;1;1;1;545.3;557.8;590.3;477;1;920
2886986;DF;;;1;1;1;1;538.6;494.5;440.8;468.4;1;600
1000327;MG;;;0;1;1;0;;0;454.7;;1;480
3263808;BA;;;0;0;0;0;;;;;;
72290;MS;4;1;0;1;1;0;;422.1;523.8;;8;0
2797012;MG;;;1;1;1;1;613.5;602.5;641.6;767.9;1;920
1171585;MA;;;1;1;1;1;606.2;632.3;583.6;659;1;640
3434484;RS;;;0;0;0;0;;;;;;
1193344;PA;;;1;1;1;1;514.6;494.7;610.5;555.7;1;860
3997319;RJ;;;1;1;1;1;547.9;570;576.4;619;1;720
3116484;RN;2;1;1;1;1;1;358.6;471.8;456.5;548.5;1;680
720690;BA;2;1;1;1;1;1;393.7;360.5;499.6;456.3;4;0
1625623;SP;;;0;0;0;0;;;;;;
1839863;BA;;;1;1;1;1;581.3;568.2;510.8;524.6;1;600
2459137;PB;;;1;1;1;1;567.8;586;585;608.1;1;960
1893102;SC;;;0;0;0;0;;;;;;
741330;PR;;;1;1;1;1;506.4;485.3;517.9;398.8;1;500
984400;BA;;;0;0;0;0;;;;;;
1069165;BA;;;1;1;1;1;426.1;357.3;413.7;405.9;1;380
2914038;MS;;;1;1;1;1;473.3;492.8;522;411.9;1;600
1700763;CE;2;1;1;1;1;1;401.4;290.8;368.5;446.1;7;0
414963;AM;;;0;0;0;0;;;;;;
3162406;SP;4;1;1;1;1;1;430.5;504.1;565.8;424.1;1;760
3272681;ES;;;1;1;1;1;494;546.6;547.4;561.1;1;400
3409542;RN;;;1;1;1;1;409.1;500.1;448.9;439.6;1;680
2394943;MG;;;1;1;1;1;472.2;447.9;506.5;395.9;1;500
773058;MA;;;1;1;1;1;542.9;632.2;584.1;714.9;1;900
4175136;SP;;;1;1;1;1;537.8;603;595.8;519.1;1;740
2785888;BA;;;1;1;1;1;457.7;511.7;527.9;475.9;1;540
1149528;RS;;;0;0;0;0;;;;;;
191772;RJ;;;1;1;1;1;545.6;598.3;572.6;602.6;1;900
107396;CE;;;1;1;1;1;623.3;597.8;625.9;757.2;1;920
1745963;RS;2;1;0;0;0;0;;;;;;
959774;BA;;;0;0;0;0;;;;;;
717514;MA;;;0;0;0;0;;;;;;
2644052;RJ;4;1;1;1;1;1;537.9;515.6;471.4;417.4;1;840
4075723;GO;;;1;1;1;1;577.3;562.1;563;592.8;1;760
287704;BA;;;0;0;0;0;;;;;;
1681320;AC;;;1;1;1;1;551.8;426.5;535.5;431.3;1;480
2000009;GO;2;1;1;1;1;1;571;442;481.6;569.1;1;780
3056418;RJ;;;1;1;1;1;441;417.5;340.9;411.9;1;720
1363878;PI;;;1;1;1;1;393.9;416;470.3;395.4;1;920
2265324;TO;2;1;1;1;1;1;603.2;668.6;561.1;698;1;960
1831369;MA;;;1;1;1;1;523.7;479.4;459.1;473.5;1;560
3220842;RJ;;;0;0;0;0;;;;;;
873088;MT;;;1;1;1;1;400.7;406.4;489.4;430.7;1;680
497917;CE;2;1;1;1;1;1;392.1;394;474.6;392.3;3;0
1509648;AM;2;1;0;0;0;0;;;;;;
3067253;TO;2;1;1;1;1;1;504.8;318.1;321.2;392;8;0
497192;PR;2;1;0;0;0;0;;;;;;
1522130;AL;;;0;0;0;0;;;;;;
2525213;GO;2;1;1;1;1;1;481.8;475.5;467;578.2;1;720
273555;PA;2;1;1;1;1;1;568.5;562.7;513.7;616.5;1;760
4231417;DF;;;1;1;1;1;423.1;496.4;514.4;508.2;1;560
968583;PE;;;0;0;0;0;;;;;;
3516662;MA;4;1;1;1;1;1;470.3;516.2;470.8;377.6;1;660
1863620;BA;2;1;1;1;1;1;357.5;475.9;475.2;412.1;1;580
1876048;AM;;;1;1;1;1;465.6;406.1;383.3;405.7;3;0
1174970;AM;;;0;0;0;0;;;;;;
1647351;SP;;;1;1;1;1;704.3;753.6;619.4;846.7;1;960
3165225;MG;;;1;1;1;1;579.3;566.6;565.8;566.8;1;620
1381301;PR;2;1;1;1;1;1;455.1;481.8;514.9;440.3;1;460
4037735;TO;;;1;1;1;1;554;527.2;571.2;481;1;640
2347999;MG;;;1;1;1;1;512.9;531.8;539.6;390.1;1;600
2585876;MS;2;1;1;1;1;1;422.2;509.8;491.6;509.7;1;660
1300717;SP;;;0;0;0;0;;;;;;
195258;ES;;;1;1;1;1;710.4;654;636.9;867.4;1;960
1578047;PI;;;1;1;1;1;480.4;645.6;573;700.5;1;940
3304752;RS;;;0;0;0;0;;;;;;
1170;CE;2;1;1;1;1;1;594.5;584.7;529.2;640.4;1;940
1305109;RJ;2;1;1;1;1;1;499.4;417.9;495.2;479.1;1;400
342715;ES;1;1;1;1;1;1;520.2;567.4;547.3;641.8;1;640
1068308;MG;;;1;1;1;1;509.3;528.2;523.6;580.1;1;720
1330995;PI;;;1;1;1;1;359.4;400.5;436.7;399.7;1;620
2339566;RS;;;1;1;1;1;497.6;570.2;563;700.8;1;620
482899;PE;;;0;0;0;0;;;;;;
1721578;RJ;;;1;1;1;1;669.6;664.8;609.3;759.5;1;920
2733671;MG;;;0;0;0;0;;;;;;
1425761;CE;2;1;1;1;1;1;406.9;307.5;370.9;416.4;1;360
2876617;MT;;;1;1;1;1;529.3;528.3;565.3;491.7;1;540
1285218;GO;2;1;1;1;1;1;614.1;584.6;566.6;613.3;1;640
466931;MG;;;1;1;1;1;492.3;533.7;450.2;509.8;1;640
1126153;RO;;;1;1;1;1;479.2;466.3;483.8;390.1;1;340
345695;BA;;;1;1;1;1;516.9;586.9;562;423.5;1;800
2036710;SP;4;1;1;1;1;1;588.8;360.9;514.7;540.7;1;900
2486903;PE;;;0;0;0;0;;;;;;
3628461;MG;;;1;1;1;1;475.2;530.5;539.6;621.1;1;840
3794204;RO;;;0;0;0;0;;;;;;
102780;AP;;;1;1;1;1;394;516.5;405.1;508.2;1;560
3842357;RN;;;1;1;1;1;552.2;425.2;537.2;394.2;7;0
3277275;PA;4;1;1;1;1;1;467.2;629.5;535.3;434.9;1;560
2149497;PB;;;1;1;1;1;675.9;640;620.9;744;1;940
1603833;PE;2;1;1;1;1;1;371.3;406.6;417.6;392.6;1;480
4240812;RS;;;0;1;1;0;;445.7;327.6;;4;0
3310389;AM;2;1;0;0;0;0;;;;;;
328138;MG;;;1;1;1;1;475.1;501.9;503.6;423.4;1;560
1094087;SP;2;1;1;1;1;1;428;571.9;504;408;1;400
4049935;SC;;;0;0;0;0;;;;;;
1385696;CE;2;1;1;1;1;1;507.6;346.4;420.2;380.4;1;540
2162465;SP;;;1;1;1;1;532.2;426.1;538.8;408.4;1;560
2113660;PR;2;1;1;1;1;1;544.4;493.9;579.7;520.3;1;640
4123000;PR;4;1;0;0;0;0;;;;;;
1005088;AP;;;1;1;1;1;475.6;365.4;436.7;466.1;1;520
3869148;RJ;;;0;0;0;0;;;;;;
1149952;BA;2;1;1;1;1;1;411.7;356.2;496.7;396.1;1;740
1530730;RN;2;1;1;1;1;1;415.3;420.9;487.5;398.3;1;680
2612075;AL;;;0;0;0;0;;;;;;
4324495;RS;;;1;1;1;1;435.5;512.8;520.8;412.7;1;560
1257956;GO;2;1;1;1;1;1;495.3;467;550.1;572.5;1;880
1809381;PI;;;1;1;1;1;511.8;480.1;523.2;425.3;1;660
661406;MA;;;0;0;0;0;;;;;;
3935532;SP;;;0;0;0;0;;;;;;
3381634;RS;2;1;1;1;1;1;599.4;652.2;612.4;650.8;1;580
3579515;CE;;;1;1;1;1;396;478.4;560.8;554.8;1;740
3363899;SP;;;0;0;0;0;;;;;;
3464415;SP;4;1;1;1;1;1;479.7;289.2;577.5;545.3;1;800
948999;DF;;;1;1;1;1;514.2;642.9;610.4;660.3;1;620
772698;BA;;;0;0;0;0;;;;;;
2519676;PE;;;1;1;1;1;444.4;556.8;570.1;687;1;820
2660179;SP;;;1;1;1;1;548.5;457;558.7;389;1;540
1554589;BA;2;1;1;1;1;1;603.8;604.1;557.1;569;1;700
62627;AL;;;1;1;1;1;458.5;584.7;577.7;440.4;1;760
1102945;PR;2;1;0;0;0;0;;;;;;
378640;PA;;;0;0;0;0;;;;;;
1070286;GO;2;1;0;0;0;0;;;;;;
1060365;CE;2;1;1;1;1;1;410.6;537.9;529.4;552.5;1;700
3881243;SP;;;1;1;1;1;490.9;473.2;482.7;379.7;1;440
4284052;BA;;;1;1;1;1;399.1;498.3;513.7;447.8;1;520
2638487;SP;;;0;0;0;0;;;;;;
1447112;SP;;;1;1;1;1;641.2;606.3;607;396.8;1;800
3688616;BA;;;1;1;1;1;453.9;434.8;527;387.8;1;600
1347450;SP;2;1;1;1;1;1;456;566.1;568.8;455;1;680
3014427;MG;;;1;1;1;1;505.7;622.4;554.2;659.3;1;840
353909;SC;;;1;1;1;1;524.6;512.3;558;510.7;1;660
135671;MA;;;1;1;1;1;511.6;352;439.6;378.5;1;440
2760705;MA;;;0;0;0;0;;;;;;
643372;GO;;;0;0;0;0;;;;;;
620940;RS;;;1;1;1;1;508.4;523;549.1;429.3;1;740
2075927;SP;4;1;1;1;1;1;569;550.2;606.8;486.5;1;680
4309878;DF;;;0;0;0;0;;;;;;
2222068;MG;2;1;1;1;1;1;529;427.8;448.8;396.4;1;680
71187;SC;2;1;0;0;0;0;;;;;;
4247319;RS;;;0;1;1;0;;597.4;605.9;;1;720
3010788;BA;;;1;1;1;1;499.6;596;583.8;520.4;1;900
3925402;RS;;;1;1;1;1;432.4;453.8;401.9;382.4;1;640
404739;RJ;;;1;1;1;1;482.9;415.1;568.3;493.9;1;480
62075;BA;;;1;1;1;1;449.4;490.6;475.4;466;1;580
3472948;SP;;;1;1;1;1;607.3;511.3;577.6;639.2;1;640
2755528;SP;;;1;1;1;1;492.4;463.5;534.5;488.3;1;520
417576;PR;4;1;1;1;1;1;499;309.3;412;465;1;780
1286872;CE;4;1;1;1;1;1;502.3;647;613.6;781.7;1;900
198662;BA;;;1;1;1;1;450.5;394.2;524.8;539.6;1;600
973247;RS;2;1;0;0;0;0;;;;;;
4308268;BA;;;1;1;1;1;544;466.9;478.5;488.1;1;520
3253952;BA;;;0;0;0;0;;;;;;
633875;RS;2;1;1;1;1;1;476.5;508;543.8;536;1;820
2888196;SP;;;1;1;1;1;549.8;689.2;616.3;625.9;1;900
3106022;SP;2;1;0;0;0;0;;;;;;
3149478;AM;2;1;1;1;1;1;500.8;506;516;422.7;1;440
1481317;BA;;;0;0;0;0;;;;;;
224475;PE;2;1;1;1;1;1;465.6;449.3;515.7;568.9;1;500
4115092;PR;;;1;1;1;1;515.8;521.1;547.6;444.5;1;640
3424999;MA;;;1;1;1;1;364.2;351.8;465.3;396.5;1;540
4316362;RS;;;0;0;0;0;;;;;;
994478;SE;;;1;1;1;1;468.3;472.1;523.7;456.5;1;840
1680112;PR;;;1;1;1;1;612.7;561.4;544.9;732.3;1;660
1104240;MG;;;1;1;1;1;447.9;510.6;497.3;438;1;440
815150;MG;2;1;1;1;1;1;368.4;543.4;514.7;440.1;1;600
317775;MG;;;1;1;1;1;546.8;463.2;515.8;676.2;1;420
4098674;ES;;;1;1;1;1;479.9;457.2;488.3;484.9;1;460
274519;RJ;;;1;1;1;1;419.3;572.1;612.9;486.2;1;760
1106697;SP;;;1;1;1;1;626.2;642.6;625.7;741.5;1;580
3145198;BA;2;1;1;1;1;1;438.9;527.1;519.8;407;1;640
997425;PE;2;2;1;1;1;1;473.2;565.4;636.2;578.2;1;800
3661647;MG;;;1;1;1;1;454.9;397.4;532.6;461.3;1;740
73067;MG;;;0;0;0;0;;;;;;
365660;BA;;;1;1;1;1;441.1;397.8;381.1;525.2;1;620
1285199;PE;2;1;1;1;1;1;441.5;482.1;537;380;1;760
2989824;CE;;;0;0;0;0;;;;;;
4116099;RS;;;0;0;0;0;;;;;;
4086890;MG;2;1;1;1;1;1;530.8;518.6;563.1;672.6;1;640
327272;TO;2;1;1;1;1;1;446.5;481.5;524.5;498.7;1;560
2459396;AP;;;1;1;1;1;585.7;632;622;725.7;1;620
96022;AL;;;1;1;1;1;577.1;592.3;626.6;801.8;1;820
3417575;SP;4;1;1;1;1;1;543.9;640.4;583.1;679.2;1;860
394488;RN;;;1;1;1;1;429.4;472.9;479.6;422.1;1;800
857565;PE;2;1;1;1;1;1;428.4;467.2;538.3;433.6;1;660
1479594;MA;;;1;1;1;1;598.1;612.2;586.4;695.1;1;500
1467819;GO;;;1;1;1;1;519.7;544.9;523.9;548.8;1;600
40003;MS;2;1;1;1;1;1;484.4;500;484.5;439.2;1;840
1085292;MG;2;1;1;1;1;1;448.5;387.7;478.3;419.7;1;360
919387;SP;;;1;1;1;1;428.3;425.6;432.4;468.3;1;380
1190003;CE;;;1;1;1;1;511.9;436.3;500.1;414.8;1;720
4106882;CE;;;0;0;0;0;;;;;;
34995;PE;;;1;1;1;1;554.7;547;583.4;604;1;740
3100341;RS;;;0;0;0;0;;;;;;
386341;SP;;;1;1;1;1;572.4;533.1;542.1;526.6;1;880
1846264;MG;2;1;1;1;1;1;543.8;536.4;541.2;504.4;1;560
1348882;GO;;;1;1;1;1;649.2;647.1;607.2;693.1;1;880
381693;SP;;;1;1;1;1;416.4;499.5;459.7;397.9;1;440
568155;BA;;;1;1;1;1;519.9;609.6;573.3;420.4;1;520
2008431;PI;4;1;1;1;1;1;540.4;591;552.9;653.3;1;820
2423258;PA;2;1;0;0;0;0;;;;;;
3211552;MG;;;0;0;0;0;;;;;;
1472728;PI;;;1;1;1;1;647.3;703;696.9;821;1;960
1260721;GO;4;1;1;1;1;1;573.6;583.7;585.6;690.7;1;840
1521937;SP;2;1;1;1;1;1;550.4;619.7;602.7;629.4;1;800
2085759;PB;;;0;0;0;0;;;;;;
2489429;CE;2;1;1;1;1;1;450.7;427.4;312.5;537.3;1;280
3883395;MT;;;0;0;0;0;;;;;;
540736;TO;;;0;0;0;0;;;;;;
3007921;RJ;;;0;0;0;0;;;;;;
488912;RS;;;1;1;1;1;549;652.9;611.6;633.6;1;780
657021;PA;4;1;1;1;1;1;462.6;349.9;513;497.1;1;820
638721;CE;2;1;0;0;0;0;;;;;;
3073872;SP;;;1;1;1;1;554.6;584;584.7;685.4;1;720
3859878;PR;;;1;1;1;1;491.2;566.5;526.5;502.8;1;400
2920089;RJ;4;1;0;1;1;0;;415.9;445.7;;1;560
2027404;BA;2;1;1;1;1;1;382.9;365.9;360.2;429.6;1;380
390170;RR;;;0;1;1;0;;581.6;609.1;;4;0
1465903;GO;;;1;1;1;1;506.2;605.6;601.5;514.2;1;820
1593019;BA;2;1;1;0;0;1;452.6;;;418.2;;
1961337;SP;2;1;1;1;1;1;404.2;517.6;522;377.3;1;600
3334948;MG;;;0;0;0;0;;;;;;
54066;SP;2;1;1;1;1;1;560.4;511.2;544.6;486.1;1;760
1253684;RJ;;;1;1;1;1;595.9;484;566.3;672.7;1;860
3351792;SP;;;1;1;1;1;557.8;518.4;545.1;387.1;7;0
1562985;PA;;;0;0;0;0;;;;;;
2823034;RS;;;0;1;1;0;;362;471.8;;1;660
4323882;RS;;;1;1;1;1;604.2;578.1;624.2;665.3;1;540
2152401;PA;;;1;1;1;1;479.8;479.8;506.9;413.5;1;640
1547597;MG;;;1;1;1;1;605.6;612.9;600.2;738.3;1;880
743044;MG;;;0;0;0;0;;;;;;
169671;CE;;;1;1;1;1;398.9;435.9;510.8;432.6;1;520
4321882;RS;;;0;0;0;0;;;;;;
3887288;CE;;;1;1;1;1;460.4;591.1;527.9;396.3;1;560
3911388;RJ;;;1;1;1;1;560.8;414.2;567;443.5;1;600
3449504;RS;;;0;0;0;0;;;;;;
3618207;BA;;;1;1;1;1;516.2;494.3;481.4;577.9;1;860
1222759;PA;;;0;1;1;0;;482.8;416.5;;9;0
2957283;MG;;;1;1;1;1;517.1;456.7;444.8;416.1;1;560
4086061;PA;;;1;1;1;1;394.6;412.5;443.3;436.8;1;440
4067074;MG;;;1;1;1;1;460.1;535;527.5;448.6;1;420
2196542;PA;;;0;0;0;0;;;;;;
1716443;PR;;;0;0;0;0;;;;;;
218457;AM;2;1;1;1;1;1;435.4;486.8;525.9;434.6;1;880
1589746;MA;;;1;1;1;1;565.3;574.5;627.1;644.2;1;880
3937204;ES;;;0;0;0;0;;;;;;
2018009;CE;;;0;0;0;0;;;;;;
769465;PI;2;1;1;1;1;1;493.3;577.9;596;422.3;1;920
4088498;SP;2;1;0;1;1;0;;575.4;521.7;;1;680
901024;MG;;;0;0;0;0;;;;;;
2360837;PE;;;1;1;1;1;499.2;566.8;563.6;518.9;1;680
3143425;MG;;;1;1;1;1;593.7;623.9;574.4;713.6;1;620
3360090;PI;;;1;1;1;1;413.4;345.7;533.1;385;1;460
664193;RS;;;1;1;1;1;508.8;494;447.3;540.5;1;760
1451263;RJ;;;1;1;1;1;474.8;661;635.4;624.9;1;920
3533217;MA;2;1;1;1;1;1;489.6;340.5;449;459.5;4;0
3856876;RJ;;;0;0;0;0;;;;;;
1341869;CE;2;1;0;1;1;0;;467.4;425.1;;1;400
2170238;PA;;;1;1;1;1;420.5;466.7;380.9;487.8;1;780
4182373;RS;;;0;0;0;0;;;;;;
2128958;MS;2;1;1;1;1;1;485.3;510.6;549.5;490.1;1;740
2231724;PR;2;1;1;1;1;1;539.9;444.3;555.4;418.7;1;600
3352376;MG;2;1;1;1;1;1;500.8;421.8;401.9;535.6;4;0
1704434;BA;;;1;1;1;1;407.6;394.9;460.1;436;1;480
3468934;BA;;;0;0;0;0;;;;;;
4046602;RJ;4;1;1;1;1;1;567.4;568.1;600.9;491.4;1;900
2795893;SP;;;0;0;0;0;;;;;;
4140300;AM;;;0;0;0;0;;;;;;
2369898;SP;;;1;1;1;1;490.4;587.8;567;619.8;1;640
3720285;AC;;;1;1;1;1;450.2;538.4;526;442.2;1;440
2745949;RO;;;1;1;1;1;438.9;555.6;529.7;447.6;1;400
1926631;AP;1;1;1;1;1;1;423.6;469.7;487;377.2;1;560
150182;SP;2;1;1;1;1;1;574.7;657;619.4;681.4;1;920
3695428;GO;;;0;0;0;0;;;;;;
3217589;MG;;;1;1;1;1;504.9;507.3;516;442;1;760
2139820;AM;;;1;1;1;1;381.7;435.8;428.6;466.2;1;500
4294087;SP;2;1;0;0;0;0;;;;;;
1298492;CE;2;1;1;1;1;1;409.5;431.6;506.2;621.3;1;780
4124390;RJ;;;0;0;0;0;;;;;;
3429402;AC;1;2;1;1;1;1;491.2;593;575.3;470;1;660
2103949;PR;2;1;1;1;1;1;416;374.1;360.7;413.9;1;680
3918368;PE;;;0;0;0;0;;;;;;
