NU_SEQUENCIAL;SG_UF_PROVA;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TP_STATUS_REDACAO;NU_NOTA_REDACAO
2353878;SP;;;1;1;1;1;526.3;468.8;545.1;624.3;1;760
1732800;MA;;;1;1;1;1;477.5;427.4;530.6;413.3;1;720
3583181;RN;;;0;0;0;0;;;;;;
2726921;PA;;;1;1;1;1;576.6;528.5;570.5;671.1;1;740
140606;PE;2;1;1;1;1;1;472.5;577;561.9;476.4;1;560
1237346;MA;;;1;1;1;1;422.1;445.5;499.8;573.7;1;880
2572855;RJ;;;1;1;1;1;506.9;390.6;519.5;459.2;1;680
873908;RS;;;0;0;0;0;;;;;;
863972;RS;2;1;1;1;1;1;443.5;461.8;448.5;454.6;1;580
264854;PE;;;1;1;1;1;464.4;410;490.6;443.4;1;340
3569499;MS;;;1;1;1;1;594.7;572.1;557.3;675.7;1;460
1979068;MG;;;0;0;0;0;;;;;;
1321591;SP;2;1;1;1;1;1;416.3;519.1;551.6;523.5;1;640
643680;ES;;;1;1;1;1;399.2;537.6;496.1;499.4;1;400
3402494;PR;;;1;1;1;1;585.5;500.6;543.8;560.8;1;540
2292062;ES;;;1;1;1;1;461.2;544.6;531.5;625.7;1;880
1198537;BA;;;1;1;1;1;577;605.8;596.1;641.5;1;840
3864112;RN;;;1;1;1;1;589.7;677.8;643.4;614.8;1;660
2794096;SP;2;1;1;1;1;1;427.8;603;608.2;687.1;1;920
2164879;PA;;;0;0;0;0;;;;;;
3749862;RS;;;0;0;0;0;;;;;;
3039025;SP;4;1;1;1;1;1;395.2;539.8;576.4;557;1;900
4121577;MG;;;1;1;1;1;483;433.3;517.1;451.2;1;880
2294296;MT;2;1;1;1;1;1;427;419.1;377.8;471.8;1;460
1687370;RS;2;1;1;1;1;1;513.4;500;542.9;556.4;1;540
2082258;MA;;;0;0;0;0;;;;;;
3455636;DF;;;1;1;1;1;457.8;416.1;507.2;424.5;1;660
1567374;PE;2;1;0;0;0;0;;;;;;
1601577;SP;4;1;0;0;0;0;;;;;;
1954466;RN;;;1;1;1;1;508.9;497;564.9;506.9;1;700
3076935;RS;;;0;0;0;0;;;;;;
1628906;RJ;;;1;1;1;1;495.4;539.8;566.5;436.7;1;440
2460154;AM;;;0;0;0;0;;;;;;
4031083;RS;2;1;1;1;1;1;543.4;561.7;563.7;690.6;1;660
1789676;MA;;;0;0;0;0;;;;;;
3074711;SP;2;2;1;1;1;1;382.3;460.1;450.4;389.6;1;440
2163684;PA;;;0;0;0;0;;;;;;
308139;BA;;;0;0;0;0;;;;;;
1061901;CE;2;1;1;1;1;1;490.9;524.1;536.8;592.8;1;740
2154163;RN;;;1;1;1;1;396.6;516;482.9;547.1;1;580
185342;CE;2;1;1;1;1;1;409;293;461.8;533.5;1;840
1258878;SC;2;1;1;1;1;1;424;431.5;460.8;469.1;1;560
2524968;BA;;;1;1;1;1;444.4;502.8;524.6;505.8;1;440
2460599;MG;2;1;1;1;1;1;413.1;493.3;537.6;401.1;1;300
3778974;SP;;;0;0;0;0;;;;;;
2075965;PR;;;1;1;1;1;404.7;502.9;512.3;483.8;1;660
349664;DF;;;1;1;1;1;462.8;318.9;516.6;441.1;1;620
405358;PA;2;1;1;1;1;1;562.5;533.7;567.2;496.5;1;520
1142700;SE;;;1;1;1;1;521.4;465.7;524.8;386.2;1;480
3497450;SE;;;1;1;1;1;432.5;438;487.6;422;1;540
2501303;AC;;;1;1;1;1;372.5;452.9;405;457.3;1;560
1039424;TO;2;2;1;1;1;1;395.7;413.9;339.2;439.6;6;0
3294184;RN;;;1;2;2;1;490.3;;;489.8;;
573711;CE;2;1;1;1;1;1;597.4;608.3;595.5;712.7;1;880
3132811;BA;;;1;1;1;1;592.5;568.5;571.3;629.3;1;680
2840444;SP;2;1;1;1;1;1;491.6;433.2;531.4;379.7;1;500
1166692;PB;2;1;1;1;1;1;431.2;488.2;454.2;398.6;1;420
813352;AM;2;1;1;1;1;1;397.9;491.9;515.1;411.4;1;340
400311;MA;;;0;0;0;0;;;;;;
3723997;PR;;;1;1;1;1;524.8;545;572;482;1;760
3122838;MG;;;1;1;1;1;660.4;642.1;590.4;712.3;1;900
3266284;RS;;;1;1;1;1;531.1;508.3;543;563.4;1;580
2830060;SC;2;1;0;0;0;0;;;;;;
929535;SP;;;0;0;0;0;;;;;;
248629;MT;2;1;1;1;1;1;373.3;442.3;508.6;483.5;1;540
644244;GO;;;1;1;1;1;438.8;592.5;574.2;482.2;1;760
2984101;RO;;;1;1;1;1;423.2;400.6;463.1;431.7;1;600
2711648;RJ;;;1;1;1;1;414.3;407.5;476;740.2;1;760
1438100;SP;;;1;1;1;1;521.9;596.3;569;569.9;1;920
569979;PI;;;0;0;0;0;;;;;;
3837923;PI;;;1;1;1;1;450.8;463.1;535.9;468.8;1;440
252485;MS;;;1;1;1;1;674.5;705.3;661.7;750.9;1;960
2213346;CE;;;0;0;0;0;;;;;;
3786932;AC;;;1;1;1;1;440.5;526.3;548.6;429.6;1;540
1502185;MA;2;1;1;1;1;1;425.6;503.1;506.4;412;1;600
3802920;RJ;;;0;0;0;0;;;;;;
3478343;MA;;;1;1;1;1;515.7;472.8;523.4;584.7;1;720
3475387;CE;;;0;0;0;0;;;;;;
3542042;DF;2;2;1;1;1;1;442;418.7;474.2;419.1;1;460
4251316;RS;;;0;0;0;0;;;;;;
3718658;MG;;;1;1;1;1;447.2;556.3;566.9;636.8;1;620
699238;PR;2;1;1;1;1;1;477.9;500.1;524.3;669.5;1;760
491812;AL;2;1;0;0;0;0;;;;;;
3033034;MG;;;1;1;1;1;560.3;505.6;526.5;589.5;1;640
4304259;MG;;;0;0;0;0;;;;;;
3549271;MA;;;1;1;1;1;403.3;419.9;500.3;374.8;1;520
2453193;CE;;;1;1;1;1;504.3;635.5;594.6;693.4;1;740
4168087;PA;;;1;1;1;1;501.9;636.4;646.9;643.9;1;500
1611788;PA;;;1;1;1;1;435.7;371.2;444.9;459.1;1;460
72613;BA;;;1;1;1;1;350.2;433.6;427.1;438.2;1;400
4317030;RS;2;1;1;1;1;1;458.4;471.7;497.7;384.7;1;520
614043;SP;4;1;1;1;1;1;587.4;606.1;565.5;648.2;1;820
3589600;MG;;;0;0;0;0;;;;;;
120040;SP;4;1;1;1;1;1;505.8;569;567.5;488.7;1;660
2326440;DF;;;0;0;0;0;;;;;;
1689255;PR;;;1;1;1;1;474.3;525.9;553.2;542.7;1;720
3131289;RJ;;;0;0;0;0;;;;;;
1715494;BA;;;1;1;1;1;535.9;564.6;601;583.4;1;820
1524405;PE;4;1;1;1;1;1;623.9;663.9;614.4;767.8;1;840
3990001;SP;2;1;0;0;0;0;;;;;;
3143765;SC;;;1;1;1;1;491.6;530;615.1;659.9;1;700
1963964;PA;4;1;1;1;1;1;436;591.2;590.4;577.8;1;880
2375558;SP;;;1;1;1;1;395.7;458.7;535.4;388.1;1;440
733562;PE;2;1;1;1;1;1;527.8;555.8;513.6;581.2;1;700
47317;MA;2;1;0;0;0;0;;;;;;
997409;SP;;;1;1;1;1;513.9;560;552.1;482.3;1;840
2211155;PA;;;1;1;1;1;359.8;518.8;551.4;386.5;1;640
4118838;PI;;;1;1;1;1;379.9;488.5;434.9;413.4;1;580
3792689;BA;;;0;0;0;0;;;;;;
286307;CE;;;0;0;0;0;;;;;;
3298263;MA;;;0;0;0;0;;;;;;
220632;AC;;;1;1;1;1;477.5;550.6;585;503.2;1;600
3847597;GO;;;0;0;0;0;;;;;;
2848166;RJ;;;1;1;1;1;633.6;694.2;670.9;713.5;1;860
3460692;AM;2;1;0;0;0;0;;;;;;
1446713;CE;2;1;1;1;1;1;491.7;594.4;584;684.6;1;840
677237;MG;4;1;1;1;1;1;591.4;702;598.2;702.3;1;860
2518774;SC;2;1;0;0;0;0;;;;;;
3778328;SP;;;1;1;1;1;526.1;569.8;498.3;493.3;1;720
805245;AL;;;1;1;1;1;465.8;392.3;458.3;494.3;1;600
4110983;PA;2;1;1;1;1;1;371.1;349;381.4;380;1;640
210198;MG;;;0;0;0;0;;;;;;
2387332;RJ;2;1;1;1;1;1;465.3;591.6;593;550.5;1;780
979843;CE;2;1;1;1;1;1;432.8;507.4;505.3;517.8;4;0
2207965;PE;;;1;1;1;1;522.8;583.1;562.9;417;1;620
2262072;RN;1;1;1;1;1;1;579.4;616.1;612.8;673.5;1;760
2359367;PR;;;1;1;1;1;686;671.2;671.6;822.9;1;960
1789866;RS;;;1;1;1;1;403.1;432.6;466.2;401.1;1;640
3953866;PR;;;0;0;0;0;;;;;;
3794317;RS;;;1;1;1;1;474.8;423.2;429.4;480.5;1;500
2722308;RS;2;1;1;1;1;1;538.5;534.4;600;584.1;1;540
448295;MG;;;1;1;1;1;549.5;710.5;616;665.1;1;860
508876;CE;2;1;1;1;1;1;580;490.4;547;476.3;4;0
4112511;RS;;;1;1;1;1;483.1;382.9;426.6;497.4;1;360
2640963;TO;;;1;1;1;1;440.5;346.7;460.4;396.7;1;540
698124;SE;;;0;0;0;0;;;;;;
638292;SP;4;1;1;1;1;1;579;558.5;544;724.6;1;720
1004;CE;2;1;1;1;1;1;429.4;411.6;509.4;437;1;620
710348;PA;2;1;1;1;1;1;408;366.8;438.4;429.8;1;380
571127;PE;2;1;1;1;1;1;395.6;535.4;538.6;418.1;1;620
1859077;SP;;;1;1;1;1;727.3;696;627.4;865.5;1;920
497208;PA;;;0;0;0;0;;;;;;
2552407;MG;;;1;1;1;1;445.1;518.3;657.1;400.6;1;640
559139;SP;;;1;1;1;1;501.9;439.2;515.2;397.4;1;440
776749;PR;2;1;1;1;1;1;522.7;594.2;577.6;559.3;1;820
2686355;PA;;;1;1;1;1;474.2;515.3;564.1;444.2;1;780
1095738;BA;;;1;1;1;1;419.9;408.3;581.6;532.1;1;640
2341664;SP;;;1;1;1;1;453.6;451.5;552;602.5;1;600
373119;PE;2;1;1;1;1;1;453.2;412.7;441.5;396.5;1;640
3022939;BA;;;1;1;1;1;503.4;481.7;478;382.5;1;500
116567;MT;2;1;1;1;1;1;434;456.3;469.7;460.2;6;0
1991431;SP;;;1;1;1;1;499.6;603.4;575.3;670.1;1;700
3846318;SP;2;1;1;1;1;1;409.6;425.2;433.1;528.6;1;600
1586313;PE;;;1;1;1;1;545.2;489.7;442.8;434.3;1;560
2384053;AL;;;1;1;1;1;524.4;594.6;518.3;594.7;1;460
4013609;SC;2;2;0;0;0;0;;;;;;
1952968;SP;;;1;1;1;1;487;591.1;567.6;427.2;1;640
3226020;PE;2;1;0;0;0;0;;;;;;
44441;BA;2;1;1;1;1;1;420.3;493.9;553.4;445.7;1;740
663273;PR;;;1;1;1;1;496.2;527.7;517.5;538.4;1;260
2220559;RN;1;2;1;1;1;1;451.8;512.8;491.1;536.9;1;920
789205;RS;2;1;1;1;1;1;504.1;581.6;551.6;509;1;720
3112946;RS;;;1;1;1;1;682.2;678.1;629.9;778.2;1;880
134442;CE;2;1;1;1;1;1;417.9;486.3;485.1;515.1;1;920
323509;PA;;;1;1;1;1;476;485.1;493.2;407.6;1;600
1389659;PA;;;1;1;1;1;506.6;593;564.7;417.3;1;540
1929882;PE;;;1;1;1;1;532.7;613.8;651.9;589.8;1;740
1584947;CE;2;2;1;1;1;1;446.7;529.1;518.4;650.8;1;780
521595;BA;2;1;1;1;1;1;364.9;531.8;563.8;378.2;1;540
3212100;GO;2;1;1;1;1;1;496.3;456.5;502.1;381.1;1;480
4294539;SP;;;1;1;1;1;495.3;597.8;622.6;393.7;1;560
1632606;AC;2;1;1;1;1;1;441.6;561.1;538.8;479.2;1;720
173656;MG;;;0;1;1;0;;0;564.9;;1;640
4013106;DF;;;1;1;1;1;452.7;438.8;505.4;487.1;1;820
3697967;PR;;;0;0;0;0;;;;;;
2897645;MG;;;1;1;1;1;383.7;531.1;558.7;471.2;1;720
3407771;RJ;2;1;1;1;1;1;423.4;497.4;516.2;436.3;1;480
2843855;SP;4;1;1;1;1;1;657.5;616.3;580.9;786.3;1;940
273267;PR;2;1;1;1;1;1;515.7;530.3;555.6;567.8;1;680
1158805;SP;2;1;0;0;0;0;;;;;;
289948;SP;3;1;1;1;1;1;516.3;552.8;537;642.2;1;720
4277301;BA;2;2;0;1;1;0;;440.9;422.9;;1;440
2647791;PA;;;1;1;1;1;604.8;624;633.9;702.5;1;940
4165520;PR;;;1;1;1;1;432.2;572.5;542.9;473.2;1;660
2580087;PR;2;1;1;1;1;1;419.5;409.8;457.8;385.3;1;480
3637475;PA;;;0;0;0;0;;;;;;
408928;MG;2;1;1;1;1;1;415.1;428;498.2;445.6;1;840
3375013;SP;;;1;1;1;1;625.4;667.7;667.5;667.9;1;860
49473;AL;;;0;1;1;0;;517.6;519.8;;1;500
1346039;SP;;;1;1;1;1;525.5;581.6;574.3;467;1;740
176914;PE;1;1;1;1;1;1;497.5;532;573.7;668.5;1;900
3526138;RS;;;1;1;1;1;440;516.7;535.3;406.5;1;480
1378838;AL;;;1;1;1;1;471.2;518.2;504.1;400.5;1;820
1610098;RS;;;1;1;1;1;625.2;712.5;663.4;650.5;1;760
531410;MA;;;1;1;1;1;426.8;419.6;469.5;445.4;1;560
2006828;PA;;;1;1;1;1;404.2;576;496.9;439.5;1;940
182834;MG;;;0;0;0;0;;;;;;
3978307;PE;2;1;0;0;0;0;;;;;;
3937596;GO;;;1;1;1;1;380.8;444.9;459.6;433.3;1;480
3634657;RS;;;0;0;0;0;;;;;;
3350931;MA;;;0;1;1;0;;443.6;483.4;;1;520
904716;RO;2;1;0;0;0;0;;;;;;
12158;SE;2;1;1;1;1;1;589;641.6;609.8;670.8;1;940
1830188;MA;2;1;0;0;0;0;;;;;;
1181272;CE;2;1;1;1;1;1;485.5;533.8;561;408.9;1;780
192520;SP;2;1;0;1;1;0;;414.7;509.2;;1;500
3427530;PA;2;1;1;1;1;1;424.3;404.6;417.2;406.1;1;280
1190476;SP;;;0;1;1;0;;355.3;352;;1;520
2672057;RJ;;;0;0;0;0;;;;;;
1907283;PA;;;1;1;1;1;473.8;500.6;480.9;465.9;1;680
2837961;MG;2;1;1;1;1;1;432.7;485.6;544;562.2;1;640
596190;GO;2;1;1;1;1;1;541;613.3;583.4;607.2;1;880
1739081;MG;;;0;0;0;0;;;;;;
1586655;MT;;;1;1;1;1;499.7;566.1;527.9;441.2;1;800
1615562;GO;2;1;1;1;1;1;567.1;506.7;513.2;653.4;1;780
83244;PE;;;1;1;1;1;496.4;534.9;512.1;468.9;1;680
316090;BA;;;1;1;1;1;394.4;394.7;343.4;459.8;1;460
2931656;PI;;;1;1;1;1;514.7;413.6;437.6;415.4;1;540
1267214;CE;;;1;0;0;1;453.2;;;423.1;;
3870081;RJ;;;1;1;1;1;580.1;606.7;624;650.5;1;840
2422269;SC;2;1;1;1;1;1;472.4;402.9;476.6;497.1;1;620
2592621;BA;;;1;1;1;1;392.5;513.2;487.2;459.6;1;500
3440236;MA;2;1;1;1;1;1;373;395.1;417.3;440.2;1;400
1806158;SP;;;0;0;0;0;;;;;;
690392;GO;2;1;1;1;1;1;470;461.3;514;383.4;1;320
1631996;SC;4;1;1;1;1;1;541.1;582.5;597.5;632.5;1;720
1517826;GO;;;1;1;1;1;442.1;530.3;539;443.8;1;520
1361134;BA;1;1;1;1;1;1;491.4;566.5;583.7;627.6;1;880
1483096;PI;2;1;1;1;1;1;515.9;545.9;542.4;603.9;1;900
1370933;MG;;;0;0;0;0;;;;;;
2867878;SP;;;1;1;1;1;449.8;481.1;501;564.7;6;0
125617;RJ;2;1;1;1;1;1;364.3;344.1;431.7;422.6;1;620
2209625;PI;;;1;1;1;1;426.8;535.5;530.5;454.7;1;480
460737;MG;;;1;1;1;1;409.2;470.4;354.1;384.4;1;480
114406;MA;;;1;1;1;1;385.4;534.5;543.1;534;1;960
2984699;RN;4;1;1;1;1;1;620;641.4;598.1;690.2;1;940
1204868;SP;2;1;1;1;1;1;436.6;486.5;469.2;424.9;1;520
2970545;RN;;;1;1;1;1;545.4;565;524.6;442.9;1;580
654368;AL;2;1;1;1;1;1;431.6;506.9;525.6;415.4;1;480
2657214;BA;2;2;1;1;1;1;577;531.4;565;581.1;1;920
2466211;RJ;;;0;0;0;0;;;;;;
24246;CE;;;0;0;0;0;;;;;;
3387844;SP;;;1;1;1;1;459.9;298.2;327.5;431.8;1;580
2230471;AM;;;1;1;1;1;387.6;369.9;478.3;543;1;560
3466432;MG;;;1;1;1;1;568.6;555.2;610.7;672.1;1;680
3996099;RN;;;0;0;0;0;;;;;;
3558412;BA;;;0;0;0;0;;;;;;
4070842;GO;;;1;1;1;1;502.1;544.9;554.1;611.4;1;560
1738653;PB;;;0;0;0;0;;;;;;
3180889;PE;;;0;0;0;0;;;;;;
3533153;SP;;;1;1;1;1;710.5;691.5;610.7;941.7;1;940
3146429;PE;;;1;2;2;1;524.4;;;382.2;;
2634812;SP;2;1;0;0;0;0;;;;;;
951761;PB;;;0;0;0;0;;;;;;
2464107;SP;;;1;1;1;1;567.2;545.4;580.8;528.2;1;640
1048131;MG;2;1;1;1;1;1;569.9;541.6;555.7;466.5;1;720
3911958;MG;;;0;0;0;0;;;;;;
2939992;TO;4;1;1;1;1;1;534.7;543.8;612;639;1;900
1707339;CE;2;1;1;1;1;1;590.1;581.5;559.9;783.8;1;920
590300;AL;;;0;0;0;0;;;;;;
278729;CE;;;1;1;1;1;493.1;583;586.9;457.4;1;780
3541855;AM;2;2;0;0;0;0;;;;;;
2158015;PR;2;1;1;1;1;1;503.7;590.1;543.9;619.3;1;760
851446;SP;;;1;1;1;1;572.6;618.7;610;604.6;1;840
762118;RJ;2;1;1;1;1;1;442.7;427.9;503.4;374.3;1;500
4264419;PI;;;1;1;1;1;507.3;591.3;565.1;555.7;1;800
2995003;RJ;;;1;1;1;1;461.5;533.1;542.6;430.9;1;780
3965382;MG;;;0;0;0;0;;;;;;
667275;RS;;;1;1;1;1;609.5;657.2;605.6;855.5;1;940
1615683;PI;;;1;1;1;1;491.3;469.2;454;381.3;1;580
1353683;SP;2;1;1;1;1;1;600.9;591.8;564.4;591;1;620
2782973;PR;2;1;0;0;0;0;;;;;;
3448836;RJ;1;1;1;1;1;1;435.9;433.3;578.4;586.3;1;700
1139261;MA;;;1;1;1;1;360.2;339.6;511.2;377.2;1;440
902740;CE;;;1;1;1;1;557.2;293.9;503.5;413.5;1;540
1514380;CE;;;0;0;0;0;;;;;;
3922103;SP;;;0;0;0;0;;;;;;
748424;RJ;2;1;1;1;1;1;505.2;486;508.3;440.3;1;500
3918827;MA;;;1;1;1;1;587.2;583.4;582.9;654.2;1;640
1305678;SP;2;1;1;1;1;1;565.3;471.9;488.6;571.8;1;560
2358689;PR;2;1;0;0;0;0;;;;;;
3893245;MA;;;0;0;0;0;;;;;;
3076159;MG;;;1;1;1;1;438.8;425.9;427.5;428.7;4;0
1640685;SC;;;0;0;0;0;;;;;;
4188811;PR;;;0;0;0;0;;;;;;
802194;RS;2;1;0;0;0;0;;;;;;
292184;CE;2;1;1;1;1;1;593.9;603;604;579.3;1;900
1646403;AP;;;1;1;1;1;393.5;471.6;495.5;597.7;1;400
2858905;SC;4;1;1;1;1;1;581.8;594.1;626.2;671;1;940
2951759;SC;2;1;1;1;1;1;399.6;528.2;496.1;529.6;1;520
3918571;BA;2;2;0;0;0;0;;;;;;
702158;MS;;;0;0;0;0;;;;;;
306170;CE;;;0;0;0;0;;;;;;
216856;RJ;;;1;1;1;1;461.8;508.1;530.7;643.8;1;540
4014132;RS;2;1;0;0;0;0;;;;;;
3364630;BA;;;0;0;0;0;;;;;;
2898894;ES;;;1;1;1;1;548.7;525.3;557;688.1;1;600
3092023;SP;;;0;0;0;0;;;;;;
586397;CE;;;1;1;1;1;478.3;519.9;499.1;516.8;1;380
3017362;MS;;;1;1;1;1;482.1;507.9;521.4;440.3;1;580
4262953;AP;;;0;0;0;0;;;;;;
3445717;RJ;;;1;1;1;1;566.1;621.5;577.4;493.5;8;0
1715456;RS;4;1;1;1;1;1;516.9;532.6;594.1;598.7;1;780
1627689;PR;2;1;1;1;1;1;420.1;541.9;511.6;517.7;1;580
2869806;PE;2;1;1;1;1;1;480.8;404.8;565.3;474;1;680
637709;CE;;;0;0;0;0;;;;;;
338346;SP;2;1;1;1;1;1;628.2;639.4;628.7;731.4;1;880
436186;PA;;;1;1;1;1;416.8;535.8;518.6;427.4;1;460
138919;RJ;;;1;1;1;1;482.3;609.4;601.8;562.4;1;620
564076;PR;2;1;1;1;1;1;443.5;450.3;551;404.7;1;720
2680914;AP;2;2;0;0;0;0;;;;;;
1020057;MG;;;1;1;1;1;526.6;545.6;513.5;597.5;1;540
4113113;MG;;;0;0;0;0;;;;;;
1811504;AL;;;0;0;0;0;;;;;;
227098;RO;;;1;1;1;1;487.3;412.9;511.4;460.7;1;540
2307930;PR;;;1;1;1;1;640.4;554.1;549.3;666.2;1;580
710972;SP;2;1;1;1;1;1;434.8;517.7;523.1;440.6;1;540
1158144;AL;;;0;0;0;0;;;;;;
2095962;PE;;;1;1;1;1;461.9;479.1;461.3;423.8;1;440
3381354;RO;2;1;0;0;0;0;;;;;;
3713548;PE;;;1;0;0;1;552.2;;;680.5;;
462192;BA;2;1;1;1;1;1;468.1;450.5;454.5;523.3;1;380
738221;PE;;;1;1;1;1;461.9;347.9;476.4;400.6;1;520
1260545;RO;;;0;0;0;0;;;;;;
667935;PE;2;1;1;1;1;1;547;583.4;554;539.9;1;820
442557;PA;;;1;1;1;1;458.5;549;593.1;445.8;1;820
666869;BA;2;1;1;1;1;1;523.3;605.4;579.2;481.6;1;520
2216429;PE;2;2;1;1;1;1;481.7;581.2;540.8;429.2;1;820
41552;SP;2;1;1;1;1;1;395.2;485.7;528.5;528.9;1;700
2005684;PA;;;1;1;1;1;403;380.8;407.8;515.2;1;320
3304677;RN;;;1;1;1;1;453.3;489.2;542.9;460;1;560
1016425;PA;2;1;1;1;1;1;493.6;485.8;452.2;406.2;1;580
2486843;RJ;2;1;1;1;1;1;464.1;516;488.3;559.5;1;520
905860;ES;4;1;1;1;1;1;531.9;543.7;526.2;559.8;1;740
615321;PR;;;1;1;1;1;643.1;628.6;615.2;720.2;1;760
2353538;BA;;;1;1;1;1;391;407.3;379.8;381.8;1;580
1270389;BA;;;1;1;1;1;489;540.3;554.3;475.2;1;620
683268;PA;;;1;1;1;1;535.1;481.9;556.7;537.4;1;580
2682626;SP;;;1;1;1;1;427.5;439.7;440.3;387.8;6;0
2527186;SP;;;0;0;0;0;;;;;;
4293130;RO;;;0;0;0;0;;;;;;
2769784;SP;4;1;0;0;0;0;;;;;;
2322783;GO;;;0;0;0;0;;;;;;
1088253;RS;2;1;1;1;1;1;477.3;480.8;553.2;398.1;1;680
2321583;DF;;;0;0;0;0;;;;;;
29375;BA;;;1;1;1;1;450.5;331.4;360.7;396.8;1;820
2888397;SP;;;1;1;1;1;601.4;593;589.6;604.9;1;580
2776559;DF;;;1;1;1;1;613.4;737;636.5;664.3;1;580
1682861;MA;2;1;1;1;1;1;347.3;504.9;445.8;384.6;1;420
1816831;PI;;;1;1;1;1;531.8;538.9;547.9;606;1;640
4094559;SP;;;1;1;1;1;494.7;545;549.4;504.3;1;660
3978347;SP;2;1;0;1;1;0;;449.2;484.3;;1;500
198714;PB;;;1;1;1;1;605.8;679.4;626.3;595.2;1;860
2052818;RN;;;1;1;1;1;446.7;554.6;522.5;506.3;1;840
1805301;BA;;;1;1;1;1;473.3;351.1;541.5;408.4;1;620
1283637;RS;;;1;1;1;1;525.2;598.5;408.3;606.6;1;700
3871320;PE;;;1;1;1;1;525.8;488.5;535;491;1;640
794781;AL;2;2;1;1;1;1;421;412.8;345.9;445.7;1;280
463511;MT;2;1;1;1;1;1;472.5;511.4;595.8;543.3;1;880
969327;MG;;;1;1;1;1;605.9;648.1;586.6;738.7;1;940
3900888;SP;;;0;0;0;0;;;;;;
2851003;SP;;;0;0;0;0;;;;;;
3154544;PR;;;1;1;1;1;565.8;510.5;477.6;509.4;1;600
1657830;BA;;;1;1;1;1;537.6;544;510.1;575.2;1;820
3673324;RR;;;0;0;0;0;;;;;;
1246868;RS;2;1;1;1;1;1;514;412.8;431.6;401.9;1;680
2628787;MG;;;1;1;1;1;430.4;508.9;483.2;449.3;1;640
3051047;RJ;;;0;0;0;0;;;;;;
1617157;MG;;;0;0;0;0;;;;;;
3171336;CE;;;1;1;1;1;578.6;599.8;605.6;769.5;1;820
569182;MA;2;1;1;1;1;1;443.6;505.6;507.3;554;1;920
2909340;PR;;;1;1;1;1;573.3;642.1;610.6;461.8;1;540
3883828;DF;;;1;1;1;1;583.5;673.8;618.6;658.3;1;620
2832970;SP;2;1;1;1;1;1;388.5;474.9;470.9;391;1;400
564695;BA;;;1;1;1;1;423.5;459.1;491.1;441.5;1;700
2117843;DF;2;1;1;1;1;1;658.1;675.5;604.6;736.3;1;840
1168161;SP;2;1;0;0;0;0;;;;;;
1961604;PA;2;1;1;1;1;1;550.7;559.7;548;544.7;1;760
3630402;TO;2;1;0;1;1;0;;299.1;371;;6;0
2448618;RJ;;;0;1;1;0;;571.1;614.9;;1;700
3899756;PR;4;1;1;1;1;1;544.9;599.2;561.9;567.5;1;840
1366381;RS;;;1;1;1;1;414;378.8;479.6;469.1;4;0
3652635;AM;2;1;1;1;1;1;423.3;387.2;411.6;473.4;9;0
1553547;CE;2;1;1;1;1;1;400.6;347.3;418;394.8;3;0
3503367;ES;;;0;0;0;0;;;;;;
3213670;PR;;;1;1;1;1;547.3;592.6;563.5;678.8;1;460
288077;PA;4;1;1;1;1;1;475.8;402.1;488.1;480.6;1;680
815399;AL;;;1;1;1;1;408.5;455;531.9;430.9;1;640
1880562;SP;2;1;1;1;1;1;432.6;524.5;541.2;414.4;1;560
2563760;PA;;;1;1;1;1;654.4;672.1;669.8;729.6;1;900
3636257;SP;;;1;1;1;1;563.8;576.2;621.1;673.5;1;860
1215795;SP;2;1;1;1;1;1;461.7;495.7;541.2;496;1;600
1991362;BA;;;1;1;1;1;627.2;594.2;603.2;757.2;1;840
1755009;BA;;;0;0;0;0;;;;;;
323764;PR;2;1;1;1;1;1;400.3;526;572.2;570.8;1;860
962500;DF;;;1;1;1;1;601.4;580;594.7;653.4;1;960
1937603;SP;;;0;0;0;0;;;;;;
3483723;SC;;;1;1;1;1;478.7;527.9;500.4;400.8;1;440
4083159;AM;;;0;0;0;0;;;;;;
2893319;ES;;;0;0;0;0;;;;;;
2343770;RJ;;;1;1;1;1;695.2;725.9;648.8;821.5;1;960
2864059;PE;;;1;1;1;1;390;379.7;509.9;447;1;840
3595494;CE;4;1;1;1;1;1;516.3;379.3;535;407.7;1;820
258522;RO;2;1;1;1;1;1;423.8;557.4;501.8;599.1;1;760
1419635;RJ;;;1;1;1;1;536.9;553.4;537.2;682.5;1;900
1645304;MG;;;1;1;1;1;491;538.5;526.6;442.3;1;460
3061967;BA;;;1;1;1;1;545.8;468.4;471.2;437.4;1;500
1962231;SP;;;1;1;1;1;481.5;503.6;581.8;436.7;1;840
3915335;BA;;;0;0;0;0;;;;;;
1907329;AC;;;0;0;0;0;;;;;;
2228826;RN;4;1;1;1;1;1;359.9;463.6;314.5;439.8;1;580
3277994;CE;;;1;1;1;1;683.9;683.5;467.5;721.9;1;820
3224927;SP;2;1;0;0;0;0;;;;;;
3925943;SP;2;1;1;1;1;1;559.3;512.4;562.9;544.6;1;760
329202;SE;2;1;1;1;1;1;434.9;396.3;459.6;387.9;1;340
2681678;MG;;;1;1;1;1;472.9;568.9;527.7;435.4;1;600
