CO_ENTIDADE;NO_MUNICIPIO;TP_DEPENDENCIA;TP_LOCALIZACAO;TP_LOCALIZACAO_DIFERENCIADA;TP_SITUACAO_FUNCIONAMENTO;QT_MAT_BAS;QT_DOC_BAS;QT_TUR_BAS;QT_SALAS_UTILIZADAS;IN_INTERNET;IN_BIBLIOTECA;IN_AGUA_POTAVEL;IN_ENERGIA_INEXISTENTE
13038370;Barreirinha;3;2;8;1;16;2;2;1;1;0;1;0
13038389;Barreirinha;3;2;3;1;91;8;7;3;1;0;1;0
13038419;Barreirinha;3;2;8;1;26;3;2;3;1;0;1;0
13038427;Barreirinha;3;2;8;1;68;7;6;4;1;0;1;0
13038451;Barreirinha;3;2;;3;;;;;;;;
13038460;Barreirinha;3;2;8;1;110;11;12;3;1;0;1;0
13038478;Barreirinha;3;2;2;1;78;6;4;4;0;0;1;0
13038494;Barreirinha;3;2;3;1;30;4;3;2;0;0;1;0
13038516;Barreirinha;3;2;8;1;47;6;5;2;1;0;1;0
13038532;Barreirinha;3;2;3;1;152;16;11;5;1;0;1;0
13038540;Barreirinha;3;2;8;1;34;5;3;2;1;0;1;0
13038559;Barreirinha;3;2;8;1;7;1;1;1;1;0;1;0
13038575;Barreirinha;3;2;8;1;46;5;3;2;1;0;1;0
13038605;Barreirinha;3;2;2;1;14;1;1;1;0;0;1;0
13038621;Barreirinha;3;2;2;1;70;7;6;3;0;0;1;0
13038630;Barreirinha;3;2;3;1;151;17;12;5;1;0;1;0
13038648;Barreirinha;3;2;8;1;76;6;5;2;1;0;1;0
13038656;Barreirinha;3;2;8;1;43;4;3;2;1;0;1;0
13038680;Barreirinha;2;2;0;1;196;14;13;6;1;0;1;0
13038699;Barreirinha;2;1;0;1;1001;42;32;14;1;0;1;0
13038702;Barreirinha;2;2;0;1;164;16;7;5;1;1;1;0
13038710;Barreirinha;2;1;0;1;588;33;25;13;1;1;1;0
13038761;Barreirinha;3;2;8;1;114;13;9;6;1;0;1;0
13038788;Barreirinha;3;2;2;1;204;19;14;11;1;0;1;0
13038800;Barreirinha;3;2;8;1;13;1;1;1;1;0;1;0
13038834;Barreirinha;2;2;0;1;90;8;7;5;1;0;1;0
13038842;Barreirinha;3;2;8;1;36;5;3;2;1;0;1;0
13038877;Barreirinha;3;2;8;1;78;6;6;4;1;0;1;0
13038885;Barreirinha;3;2;8;1;210;20;16;7;1;0;1;0
13038907;Barreirinha;3;2;8;1;17;2;2;1;1;0;1;0
13038915;Barreirinha;3;2;8;1;299;26;18;8;1;0;1;0
13038923;Barreirinha;2;2;0;1;241;14;9;6;1;1;1;0
13055259;Barreirinha;3;1;0;1;675;41;29;12;1;1;1;0
13059416;Barreirinha;2;2;0;1;303;18;18;7;1;0;1;0
13064916;Barreirinha;3;2;2;1;29;3;2;1;0;0;1;0
13064932;Barreirinha;3;2;2;1;99;8;6;5;0;0;1;0
13064940;Barreirinha;3;2;2;1;61;7;6;3;1;0;1;0
13064959;Barreirinha;3;2;2;1;220;16;14;7;1;0;1;0
13064967;Barreirinha;3;2;8;1;61;6;4;2;1;0;1;0
13068857;Barreirinha;3;2;8;1;19;2;2;1;1;0;1;0
13072188;Barreirinha;3;2;8;1;240;20;13;7;1;0;1;0
13072196;Barreirinha;3;2;2;1;16;1;1;1;1;0;1;0
13072200;Barreirinha;3;2;;3;;;;;;;;
13074385;Barreirinha;3;2;8;1;228;18;15;5;1;0;1;0
13074393;Barreirinha;3;2;2;1;43;4;3;2;1;0;1;0
13074423;Barreirinha;3;2;2;1;9;1;1;1;1;0;1;0
13074431;Barreirinha;3;2;8;1;302;22;15;7;1;1;1;0
13076159;Barreirinha;3;2;8;1;100;8;8;3;1;0;1;0
13076167;Barreirinha;3;2;2;1;12;1;1;1;0;0;1;0
13078089;Barreirinha;3;2;2;1;18;2;2;2;1;0;1;0
13078097;Barreirinha;3;2;2;1;30;2;2;2;1;0;1;0
13078100;Barreirinha;3;1;0;1;287;12;12;6;1;0;1;0
13078119;Barreirinha;3;2;2;1;19;2;2;3;1;0;1;0
13081250;Barreirinha;3;2;8;1;9;3;2;1;1;0;1;0
13082841;Barreirinha;3;2;2;1;59;6;4;2;1;0;1;0
13082850;Barreirinha;3;2;2;1;52;6;5;4;1;0;1;0
13085093;Barreirinha;3;2;;3;;;;;;;;
13085115;Barreirinha;3;2;2;1;21;1;1;1;1;0;1;0
13085204;Barreirinha;3;2;2;1;21;2;2;1;0;0;1;0
13088394;Barreirinha;3;2;2;1;42;3;3;1;0;0;1;0
13088688;Barreirinha;3;2;2;1;35;3;2;1;1;0;1;0
13093738;Barreirinha;3;2;2;1;34;4;3;2;1;0;1;0
13093746;Barreirinha;3;2;8;1;7;1;1;1;0;0;1;0
13093754;Barreirinha;3;2;2;1;15;2;2;1;1;0;1;0
13093762;Barreirinha;3;2;8;1;10;2;2;1;0;0;1;0
13094220;Barreirinha;2;1;0;1;280;42;9;7;1;0;1;0
13101072;Barreirinha;3;1;;3;;;;;;;;
13101889;Barreirinha;3;1;;3;;;;;;;;
13101900;Barreirinha;3;1;0;1;362;34;16;8;1;0;1;0
13104683;Barreirinha;3;1;0;1;287;21;10;5;1;0;1;0
13105922;Barreirinha;3;2;2;1;91;8;4;9;1;0;1;0
13105930;Barreirinha;3;2;2;1;31;3;2;2;1;0;1;0
13105949;Barreirinha;3;2;3;1;50;5;4;4;1;0;1;0
13105957;Barreirinha;3;2;8;1;32;4;3;8;0;1;1;0
13108344;Barreirinha;3;1;0;1;373;18;16;8;1;0;1;0
13110144;Barreirinha;3;1;;2;;;;;;;;
13222228;Barreirinha;2;2;0;1;593;67;38;38;1;0;1;0
13241230;Barreirinha;2;2;2;1;236;19;13;13;1;0;1;0
13038770;Barreirinha;3;2;0;1;248;16;12;7;1;0;1;0
13038737;Barreirinha;3;2;8;1;129;14;9;4;1;0;1;0
13038796;Barreirinha;3;2;8;1;92;12;8;4;1;0;1;0
13038818;Barreirinha;3;2;0;1;45;6;4;2;0;0;1;0
13038826;Barreirinha;3;2;8;1;29;2;2;1;1;0;1;0
13110152;Barreirinha;3;2;8;1;30;3;3;1;0;0;1;0
13098896;Barreirinha;3;2;8;1;298;24;18;8;1;0;1;0
13005006;Benjamin Constant;3;2;2;1;24;1;2;1;1;0;1;0
13005022;Benjamin Constant;3;2;0;1;136;14;11;4;1;0;1;0
13005030;Benjamin Constant;3;2;0;1;20;2;2;3;1;0;1;0
13005057;Benjamin Constant;3;1;0;1;400;19;21;11;1;0;1;0
13005065;Benjamin Constant;3;2;0;1;6;1;1;1;0;0;1;0
13005073;Benjamin Constant;3;2;2;1;41;3;3;4;1;0;1;0
13005081;Benjamin Constant;2;1;0;1;693;33;24;10;1;1;1;0
13005103;Benjamin Constant;3;2;2;1;153;14;10;6;1;0;1;0
13005111;Benjamin Constant;3;2;2;1;83;5;5;1;1;0;1;0
13005120;Benjamin Constant;3;2;0;1;10;1;1;1;1;0;1;0
13005138;Benjamin Constant;3;2;2;1;949;45;38;12;1;0;1;0
13005146;Benjamin Constant;3;2;0;1;154;13;10;6;1;1;1;0
13005154;Benjamin Constant;3;2;0;1;31;2;2;2;0;0;1;0
13005162;Benjamin Constant;3;2;2;1;531;36;30;13;1;1;1;0
13005170;Benjamin Constant;3;2;2;1;74;6;6;2;1;0;1;0
13005189;Benjamin Constant;3;2;2;1;173;12;11;4;1;0;1;0
13005197;Benjamin Constant;3;2;2;1;338;17;16;9;1;0;1;0
13005200;Benjamin Constant;3;1;0;1;466;29;22;13;1;1;1;0
13005219;Benjamin Constant;3;2;2;1;197;16;14;6;1;0;1;0
13005235;Benjamin Constant;3;2;0;1;60;4;4;3;1;0;1;0
13005243;Benjamin Constant;3;2;0;1;23;2;2;4;1;0;1;0
13005286;Benjamin Constant;3;2;2;1;180;11;11;3;1;0;1;0
13005294;Benjamin Constant;3;1;0;1;324;20;13;8;1;0;1;0
13005308;Benjamin Constant;3;2;2;1;225;12;16;5;1;0;1;0
13005316;Benjamin Constant;3;2;2;1;326;16;15;8;1;0;1;0
13005332;Benjamin Constant;3;2;2;1;349;22;18;7;1;0;1;0
13005340;Benjamin Constant;3;2;0;1;11;1;1;1;1;0;1;0
13005367;Benjamin Constant;3;2;2;1;162;9;8;4;0;0;1;0
13005375;Benjamin Constant;3;2;0;1;104;9;6;6;1;0;1;0
13005383;Benjamin Constant;3;2;2;1;337;16;16;7;1;0;1;0
13005448;Benjamin Constant;3;2;0;1;184;15;12;6;1;0;1;0
13005456;Benjamin Constant;3;2;2;1;9;1;1;1;0;0;1;0
13005502;Benjamin Constant;3;2;0;1;10;1;1;1;0;0;1;0
13005529;Benjamin Constant;3;2;2;1;216;16;15;4;1;0;1;0
13005537;Benjamin Constant;3;2;0;1;102;9;9;6;0;0;1;0
13005545;Benjamin Constant;2;1;0;1;717;24;24;8;1;1;1;0
13005553;Benjamin Constant;3;2;0;1;32;2;2;2;1;0;1;0
13005561;Benjamin Constant;3;1;0;1;911;53;35;14;1;1;1;0
13005570;Benjamin Constant;2;1;0;1;491;22;17;8;1;1;1;0
13056476;Benjamin Constant;3;2;0;1;12;1;1;1;0;0;1;0
13056492;Benjamin Constant;3;2;2;1;28;2;2;1;1;0;1;0
13066676;Benjamin Constant;3;2;2;1;24;2;2;2;1;0;1;0
13066714;Benjamin Constant;3;2;0;1;22;2;2;2;1;0;1;0
13069616;Benjamin Constant;3;1;0;1;1061;39;40;20;1;1;1;0
13069624;Benjamin Constant;3;2;0;1;21;1;1;1;1;0;1;0
13069632;Benjamin Constant;4;1;0;1;88;8;8;8;1;0;1;0
13076523;Benjamin Constant;3;2;0;1;120;10;7;6;1;0;1;0
13084674;Benjamin Constant;3;2;2;1;137;8;8;4;1;0;1;0
13093185;Benjamin Constant;2;2;2;1;511;66;32;22;1;0;0;0
13093193;Benjamin Constant;3;2;0;1;12;1;1;2;1;0;1;0
13093967;Benjamin Constant;3;2;1;1;59;3;6;6;0;0;1;0
13094424;Benjamin Constant;2;1;0;1;393;71;11;6;1;1;1;0
13095366;Benjamin Constant;3;2;0;1;54;3;4;2;0;0;1;0
13096303;Benjamin Constant;4;1;0;1;56;5;5;5;0;0;1;0
13097040;Benjamin Constant;3;2;0;1;81;5;5;1;1;0;1;0
13097059;Benjamin Constant;3;1;0;1;;;;8;0;0;1;0
13102575;Benjamin Constant;3;2;2;1;179;9;10;4;1;0;1;0
13102583;Benjamin Constant;3;1;0;1;360;19;22;11;0;0;1;0
13103652;Benjamin Constant;3;2;0;1;112;9;8;4;1;1;1;0
13104560;Benjamin Constant;3;2;0;1;24;2;2;1;0;0;1;0
13104578;Benjamin Constant;3;2;0;1;27;1;2;1;0;0;1;0
13105710;Benjamin Constant;3;1;0;1;;;;2;0;0;1;0
13106198;Benjamin Constant;3;2;2;1;190;12;10;6;1;0;1;0
13106210;Benjamin Constant;3;2;2;1;28;1;1;1;1;0;1;0
13106368;Benjamin Constant;2;1;0;1;687;29;20;20;1;1;1;0
13107534;Benjamin Constant;3;2;2;1;32;2;2;1;1;0;1;0
13107542;Benjamin Constant;3;2;2;1;329;18;19;9;1;0;1;0
13108611;Benjamin Constant;3;2;2;1;13;1;1;1;0;0;1;0
13108620;Benjamin Constant;3;2;0;1;14;1;1;1;0;0;1;0
13108956;Benjamin Constant;2;2;2;1;228;20;15;15;0;0;0;1
13110179;Benjamin Constant;3;2;0;1;9;1;1;1;0;0;0;0
13110187;Benjamin Constant;3;1;0;1;97;6;6;6;0;0;1;0
13110705;Benjamin Constant;3;1;0;1;250;11;12;6;0;0;1;0
13131885;Benjamin Constant;3;2;2;1;68;4;4;1;0;0;1;0
13132016;Benjamin Constant;3;2;2;1;53;3;3;2;1;0;1;0
13132253;Benjamin Constant;3;1;0;1;607;41;24;20;1;1;1;0
13132415;Benjamin Constant;3;2;;2;;;;;;;;
13252208;Benjamin Constant;2;2;2;1;311;24;14;6;1;1;0;0
13015338;Beruri;3;2;8;1;29;2;2;2;0;0;0;0
13015346;Beruri;3;2;2;1;55;4;4;1;1;0;1;0
13015354;Beruri;3;2;;2;;;;;;;;
13015362;Beruri;3;2;8;1;41;4;3;2;0;0;1;0
13015370;Beruri;2;1;0;1;336;19;10;6;1;1;1;0
13015397;Beruri;2;1;0;1;1001;31;27;11;1;1;1;0
13015400;Beruri;2;1;0;1;454;14;14;7;1;1;1;0
13015419;Beruri;3;2;8;1;70;4;4;4;1;0;1;0
13015427;Beruri;3;2;;2;;;;;;;;
13015435;Beruri;3;2;8;1;39;1;2;2;1;0;0;0
13015451;Beruri;3;2;8;1;22;2;2;1;0;0;1;0
13015460;Beruri;3;2;8;1;8;1;1;1;0;0;0;0
13015478;Beruri;3;2;8;1;101;5;5;3;1;0;1;0
13015540;Beruri;3;2;0;1;16;1;1;2;0;0;1;0
13015559;Beruri;3;1;0;1;648;28;25;14;1;0;1;0
13015567;Beruri;3;2;8;1;105;3;5;5;1;0;1;0
13015605;Beruri;3;2;2;1;50;4;3;2;1;0;1;0
13015648;Beruri;3;2;8;1;26;1;1;1;0;0;0;0
13015680;Beruri;3;2;8;1;48;3;4;3;0;0;0;0
13015699;Beruri;3;2;8;1;41;4;4;2;0;0;1;0
13015729;Beruri;3;2;8;1;30;2;2;2;0;0;0;0
13015737;Beruri;3;2;8;1;181;10;11;6;1;0;1;0
13015753;Beruri;3;2;1;1;202;6;9;6;1;0;1;0
13015761;Beruri;3;2;8;1;31;1;2;2;0;0;1;0
13015770;Beruri;3;2;8;1;54;2;2;3;1;0;0;0
13015796;Beruri;3;2;;2;;;;;;;;
13015800;Beruri;3;2;8;1;14;1;1;1;0;0;1;0
13015834;Beruri;3;2;8;1;27;2;2;2;0;0;1;0
13015842;Beruri;3;2;8;1;13;1;1;2;1;0;0;0
13015869;Beruri;3;2;2;1;83;6;5;2;1;0;1;0
13015877;Beruri;3;2;1;1;40;3;3;2;1;0;1;0
13015885;Beruri;3;2;;2;;;;;;;;
13015893;Beruri;3;2;8;1;9;1;1;1;0;0;0;0
13015907;Beruri;3;2;;2;;;;;;;;
13015915;Beruri;3;2;8;1;86;4;5;2;0;0;1;0
13015923;Beruri;3;2;8;1;12;1;1;1;0;0;1;0
13015931;Beruri;3;2;8;1;32;2;2;1;0;0;0;1
13015974;Beruri;3;2;2;1;16;2;1;1;0;0;1;1
13015982;Beruri;3;2;8;1;86;5;6;4;1;0;0;0
13016008;Beruri;3;2;8;1;68;6;5;3;1;0;0;0
13016032;Beruri;3;2;8;1;126;5;6;3;1;0;1;0
13016059;Beruri;3;2;8;1;136;7;6;4;1;0;1;0
13064860;Beruri;3;2;;2;;;;;;;;
13064886;Beruri;3;2;8;1;47;2;3;2;0;0;0;0
13071009;Beruri;3;2;;2;;;;;;;;
13071025;Beruri;3;2;2;1;26;2;2;1;0;0;1;1
13071041;Beruri;3;2;8;1;21;2;2;1;0;0;1;0
13071050;Beruri;3;2;0;1;27;2;2;1;0;0;0;0
13071068;Beruri;3;2;8;1;16;1;1;1;0;0;0;0
13076060;Beruri;3;2;;2;;;;;;;;
13079077;Beruri;3;2;2;1;10;2;1;1;0;0;1;1
13079085;Beruri;3;2;8;1;36;1;2;1;0;0;0;0
13082191;Beruri;3;2;8;1;31;2;2;1;0;0;0;0
13085123;Beruri;3;2;2;1;33;3;2;1;0;0;1;1
13085131;Beruri;3;2;2;1;11;1;1;1;0;0;1;1
13085174;Beruri;3;2;2;1;56;6;4;2;1;0;1;0
13090909;Beruri;3;1;0;1;383;21;16;8;1;1;1;0
13093380;Beruri;3;2;2;1;21;2;1;1;1;0;1;0
13096176;Beruri;3;2;2;1;22;2;2;1;0;0;1;1
13096192;Beruri;3;2;2;1;20;1;1;1;1;0;1;0
13096206;Beruri;3;2;2;1;32;3;2;1;1;0;1;0
13096214;Beruri;3;2;2;1;12;2;1;1;0;0;1;1
13096222;Beruri;3;2;2;1;23;2;1;1;0;0;1;0
13096230;Beruri;3;2;2;1;38;2;2;1;0;0;1;0
13098721;Beruri;3;2;8;1;8;1;1;1;0;0;0;0
13098730;Beruri;3;2;8;1;42;3;3;1;1;0;1;0
13098748;Beruri;3;2;8;1;39;1;1;1;0;0;0;0
13102940;Beruri;2;1;0;1;372;55;10;14;1;0;1;0
13103156;Beruri;2;2;2;1;25;2;2;1;0;0;1;0
13109154;Beruri;3;2;2;1;15;1;1;1;0;0;1;1
13109162;Beruri;3;2;2;1;18;2;1;1;0;0;1;1
13109170;Beruri;3;2;2;1;31;1;2;1;0;0;1;1
13109189;Beruri;3;2;2;1;30;3;2;1;0;0;1;1
13109197;Beruri;3;2;2;1;24;2;2;1;0;0;1;1
13109219;Beruri;3;2;2;1;9;1;1;1;0;0;1;1
13109227;Beruri;3;2;8;1;7;1;1;1;0;0;0;1
13109235;Beruri;3;2;8;1;13;1;1;1;0;0;0;0
13109243;Beruri;3;2;8;1;15;1;1;1;0;0;0;0
13109251;Beruri;3;2;8;1;29;2;3;1;0;0;0;0
13109260;Beruri;3;2;8;1;18;2;2;1;0;0;0;0
13109278;Beruri;3;2;8;1;10;1;1;1;0;0;0;0
13109286;Beruri;3;2;8;1;15;1;1;1;0;0;0;0
13109294;Beruri;3;2;8;1;22;1;1;1;0;0;0;0
13109308;Beruri;3;2;8;1;19;1;1;1;0;0;0;1
13109316;Beruri;3;2;8;1;27;2;2;1;0;0;0;0
13109324;Beruri;3;2;8;1;13;1;1;1;0;0;0;0
13109332;Beruri;3;2;8;1;17;1;1;1;0;0;0;0
13109340;Beruri;3;2;8;1;16;1;1;1;0;0;0;0
13109359;Beruri;3;2;8;1;32;2;2;1;0;0;1;0
13109367;Beruri;3;2;8;1;11;1;1;1;0;0;1;0
13109375;Beruri;3;2;8;1;15;1;1;2;0;0;1;0
13219219;Beruri;2;2;0;1;390;50;22;22;1;0;1;0
13270249;Beruri;3;1;0;1;1068;42;40;23;1;1;1;0
13038931;Boa Vista do Ramos;3;2;8;1;21;2;2;2;0;0;1;0
13038958;Boa Vista do Ramos;3;2;0;1;35;3;3;3;1;0;1;0
13038966;Boa Vista do Ramos;3;2;8;1;14;2;1;2;1;0;1;0
13038982;Boa Vista do Ramos;3;2;8;1;64;7;6;2;1;0;1;0
13038990;Boa Vista do Ramos;3;2;8;1;27;3;2;2;1;0;1;0
13039008;Boa Vista do Ramos;3;2;;2;;;;;;;;
13039016;Boa Vista do Ramos;3;2;8;1;24;2;2;2;0;0;1;0
13039024;Boa Vista do Ramos;2;1;0;1;294;25;12;6;1;0;1;0
13039040;Boa Vista do Ramos;3;2;8;1;28;3;3;3;1;0;1;0
13039059;Boa Vista do Ramos;3;2;8;1;47;3;3;2;1;0;1;0
13039083;Boa Vista do Ramos;3;2;8;1;14;2;1;1;0;0;1;0
13039091;Boa Vista do Ramos;3;2;8;1;56;5;5;3;0;0;1;0
13039113;Boa Vista do Ramos;3;2;8;1;100;10;9;4;1;0;1;0
13039121;Boa Vista do Ramos;3;2;8;1;32;3;3;2;1;0;1;0
13039148;Boa Vista do Ramos;3;2;8;1;9;1;1;2;1;0;1;0
13039164;Boa Vista do Ramos;3;2;8;1;69;7;5;6;0;0;1;0
13039202;Boa Vista do Ramos;3;2;8;1;62;4;4;2;0;0;1;0
13039245;Boa Vista do Ramos;3;2;8;1;26;4;2;2;1;0;1;0
13039253;Boa Vista do Ramos;3;2;8;1;48;4;3;3;1;0;1;0
13039270;Boa Vista do Ramos;3;2;;2;;;;;;;;
13039288;Boa Vista do Ramos;3;2;;2;;;;;;;;
13039296;Boa Vista do Ramos;3;2;;2;;;;;;;;
13039300;Boa Vista do Ramos;3;2;8;1;24;3;2;2;1;0;1;0
13039326;Boa Vista do Ramos;3;2;8;1;12;2;1;1;1;0;1;0
13039334;Boa Vista do Ramos;3;2;8;1;68;6;5;6;0;0;1;0
13039342;Boa Vista do Ramos;3;2;8;1;92;11;10;6;0;0;1;0
13039350;Boa Vista do Ramos;3;2;8;1;100;12;11;5;0;0;1;0
13039377;Boa Vista do Ramos;3;2;8;1;32;3;3;3;0;0;1;0
13039385;Boa Vista do Ramos;3;2;8;1;38;3;3;3;1;0;1;0
13039423;Boa Vista do Ramos;3;2;8;1;120;14;11;12;0;0;1;0
13039431;Boa Vista do Ramos;2;1;0;1;272;14;10;5;1;0;1;0
13039458;Boa Vista do Ramos;3;2;8;1;52;4;4;3;1;0;1;0
13039466;Boa Vista do Ramos;3;2;8;1;69;8;5;5;0;0;1;0
13060457;Boa Vista do Ramos;3;2;8;1;40;3;3;3;0;0;1;0
13060589;Boa Vista do Ramos;3;2;8;1;89;11;10;7;1;0;1;0
13064657;Boa Vista do Ramos;3;2;8;1;43;3;2;2;0;0;1;0
13064690;Boa Vista do Ramos;3;2;;2;;;;;;;;
13064703;Boa Vista do Ramos;3;2;8;1;176;18;12;7;1;0;1;0
13067117;Boa Vista do Ramos;2;1;0;1;489;37;25;10;1;1;1;0
13069764;Boa Vista do Ramos;3;2;;2;;;;;;;;
13071556;Boa Vista do Ramos;4;1;0;1;54;4;4;6;1;0;1;0
13078070;Boa Vista do Ramos;3;1;0;1;848;67;39;18;1;0;1;0
13085107;Boa Vista do Ramos;4;2;;2;;;;;;;;
13087975;Boa Vista do Ramos;3;2;;2;;;;;;;;
13090259;Boa Vista do Ramos;2;1;0;1;596;27;19;8;1;1;1;0
13090429;Boa Vista do Ramos;3;2;;2;;;;;;;;
13091492;Boa Vista do Ramos;3;1;0;1;348;20;14;8;1;0;1;0
13094408;Boa Vista do Ramos;2;1;0;1;298;33;7;10;1;1;1;0
13097431;Boa Vista do Ramos;3;1;0;1;745;49;38;11;1;0;1;0
13099477;Boa Vista do Ramos;3;2;8;1;10;1;1;2;0;0;1;0
13099485;Boa Vista do Ramos;3;2;;2;;;;;;;;
13099493;Boa Vista do Ramos;3;2;8;1;22;2;2;2;1;0;1;0
13099507;Boa Vista do Ramos;3;2;;2;;;;;;;;
13099515;Boa Vista do Ramos;3;1;;2;;;;;;;;
13099639;Boa Vista do Ramos;3;2;8;1;41;3;3;2;1;0;1;0
13099647;Boa Vista do Ramos;3;2;;2;;;;;;;;
13219227;Boa Vista do Ramos;2;2;0;1;483;67;39;39;1;0;1;0
13039172;Boa Vista do Ramos;3;2;8;1;110;11;10;6;1;0;1;0
13039180;Boa Vista do Ramos;3;2;8;1;135;14;11;5;1;0;1;0
13044737;Boca do Acre;3;1;0;1;287;11;12;6;1;0;1;0
13044818;Boca do Acre;2;1;;2;;;;;;;;
13044842;Boca do Acre;3;1;0;1;83;4;5;2;1;0;1;0
13044850;Boca do Acre;3;2;0;1;64;5;4;2;1;0;1;0
13044877;Boca do Acre;3;2;0;1;47;5;5;3;1;0;0;0
13044893;Boca do Acre;3;2;0;1;20;2;2;6;1;0;1;1
13044915;Boca do Acre;3;2;;3;;;;;;;;
13044923;Boca do Acre;3;1;0;1;192;14;9;6;1;1;1;0
13044958;Boca do Acre;3;2;2;1;50;4;4;2;1;0;0;0
13044966;Boca do Acre;3;2;0;1;20;2;2;1;1;0;0;0
13045008;Boca do Acre;3;2;0;1;26;2;2;1;0;0;0;0
13045016;Boca do Acre;3;2;0;1;161;10;10;9;1;0;1;0
13045091;Boca do Acre;3;2;0;1;35;3;3;1;0;0;1;1
13045199;Boca do Acre;3;2;0;1;23;2;2;1;0;0;1;1
13045210;Boca do Acre;3;1;0;1;384;20;16;9;1;0;1;0
13045237;Boca do Acre;3;2;0;1;80;10;9;6;0;0;0;0
13045245;Boca do Acre;3;2;0;1;55;4;4;2;0;0;1;1
13045261;Boca do Acre;3;2;0;1;38;3;3;2;0;0;0;0
13045342;Boca do Acre;3;2;0;1;22;3;3;2;0;0;0;0
13045369;Boca do Acre;3;2;0;1;74;5;5;3;1;0;0;0
13045407;Boca do Acre;3;2;;2;;;;;;;;
13045415;Boca do Acre;3;2;0;1;20;1;2;2;0;0;1;1
13045431;Boca do Acre;3;2;0;1;18;2;2;1;0;0;0;0
13045458;Boca do Acre;2;1;0;1;504;22;18;6;1;1;1;0
13045466;Boca do Acre;3;2;0;1;91;6;6;4;1;0;1;0
13045571;Boca do Acre;3;2;0;1;94;8;6;4;1;0;0;0
13045660;Boca do Acre;2;1;0;1;519;32;17;12;0;1;1;0
13045679;Boca do Acre;2;1;0;1;195;11;10;5;1;0;1;0
13045687;Boca do Acre;2;1;0;1;175;15;10;5;0;0;1;0
13045709;Boca do Acre;2;1;0;1;162;8;8;4;1;0;1;0
13045717;Boca do Acre;2;2;0;1;193;41;11;4;1;0;1;0
13045733;Boca do Acre;2;1;0;1;126;10;8;5;1;0;1;0
13045750;Boca do Acre;2;1;0;1;581;28;26;12;1;1;1;0
13045768;Boca do Acre;3;1;0;1;425;27;20;18;1;0;1;0
13055453;Boca do Acre;3;2;0;1;22;1;1;1;0;0;1;1
13055607;Boca do Acre;3;2;2;1;71;6;5;3;1;0;1;0
13055623;Boca do Acre;3;1;0;1;249;15;12;7;1;0;1;0
13055674;Boca do Acre;3;2;0;1;41;3;3;3;1;0;1;0
13055771;Boca do Acre;3;2;0;1;36;2;2;2;0;0;0;0
13055828;Boca do Acre;3;1;0;1;342;20;13;8;1;1;1;0
13055887;Boca do Acre;3;2;0;1;11;1;1;1;0;0;0;1
13056158;Boca do Acre;3;2;0;1;7;1;1;1;0;0;1;1
13056220;Boca do Acre;3;2;0;1;10;1;1;1;0;0;1;0
13056247;Boca do Acre;3;2;0;1;14;1;1;1;0;0;1;0
13060848;Boca do Acre;3;2;0;1;16;1;1;1;0;0;1;1
13060880;Boca do Acre;3;2;0;1;24;1;1;1;0;0;0;1
13063391;Boca do Acre;3;2;0;1;9;1;1;1;0;0;0;1
13066757;Boca do Acre;3;2;0;1;77;5;5;3;1;0;1;0
13066773;Boca do Acre;3;2;0;1;32;1;2;1;0;0;0;1
13066790;Boca do Acre;3;2;0;1;9;1;1;1;0;0;1;0
13070940;Boca do Acre;3;2;2;1;32;1;2;2;1;0;0;0
13074474;Boca do Acre;3;2;2;1;8;1;1;1;0;0;0;0
13074512;Boca do Acre;3;2;0;1;26;3;3;2;1;0;0;0
13074520;Boca do Acre;3;2;0;1;44;5;4;2;1;0;0;0
13074547;Boca do Acre;3;2;0;1;29;3;3;1;0;0;1;1
13074580;Boca do Acre;3;2;0;1;28;2;2;1;0;0;0;1
13074733;Boca do Acre;3;1;0;1;106;9;7;3;1;0;0;0
13075527;Boca do Acre;3;2;2;1;30;3;3;3;1;0;0;0
13075632;Boca do Acre;3;2;2;1;27;2;2;2;1;0;1;0
13079719;Boca do Acre;3;1;0;1;447;25;20;10;1;0;1;0
13081179;Boca do Acre;3;2;0;1;82;7;5;3;1;0;1;0
13082604;Boca do Acre;3;2;;2;;;;;;;;
13082620;Boca do Acre;3;2;0;1;12;1;1;1;1;0;1;0
13087487;Boca do Acre;3;2;0;1;34;2;2;2;0;0;0;0
13087495;Boca do Acre;3;2;;2;;;;;;;;
13087525;Boca do Acre;3;2;0;1;27;2;3;3;0;0;0;0
13089706;Boca do Acre;3;2;8;1;6;1;1;1;0;0;0;0
13089722;Boca do Acre;3;2;0;1;15;1;1;1;0;0;0;0
13089730;Boca do Acre;3;2;0;1;45;2;3;2;0;0;0;0
13089757;Boca do Acre;3;2;0;1;24;2;2;1;0;0;1;1
13089889;Boca do Acre;2;1;0;1;173;27;4;6;1;1;1;0
13092219;Boca do Acre;3;2;0;1;34;1;2;1;0;0;0;1
13092227;Boca do Acre;3;2;0;1;5;1;1;1;0;0;0;0
13092278;Boca do Acre;3;2;0;1;10;1;1;1;0;0;1;0
13092286;Boca do Acre;3;2;8;1;31;3;3;3;0;0;1;1
13095250;Boca do Acre;3;2;0;1;21;2;2;1;0;0;0;1
13095269;Boca do Acre;3;2;0;1;49;2;3;2;0;0;0;1
13095277;Boca do Acre;3;2;;2;;;;;;;;
